Id,Family,FamilyAuthor,Genus,Specie,SpecieAuthor,Subspecie,SubspecieAuthor,Variety,VarietyAuthor,CommonName,ScientificName,ConceptType,ConceptLevel,MainTaxon,
4689,Poaceae,Barnhart  nom. cons.,Elymus,hondae,(Kitag.) S. L. Chen,,,,,,Elymus hondae,Gene Pool,Tertiary,Triticum aestivum
4690,Poaceae,Barnhart  nom. cons.,Elymus,humidus,(Ohwi & Sakam.) Á. Löve,,,,,,Elymus humidus,Gene Pool,Tertiary,Triticum aestivum
4691,Poaceae,Barnhart  nom. cons.,Elymus,hybridus,(Keng) S. L. Chen,,,,,,Elymus hybridus,Gene Pool,Tertiary,Triticum aestivum
4692,Poaceae,Barnhart  nom. cons.,Elymus,hystrix,L.,,,,,,Elymus hystrix,Gene Pool,Tertiary,Triticum aestivum
4693,Poaceae,Barnhart  nom. cons.,Elymus,interruptus,Buckley,,,,,,Elymus interruptus,Gene Pool,Tertiary,Triticum aestivum
4694,Poaceae,Barnhart  nom. cons.,Elymus,japonicus,(Hack.) Á. Löve,,,,,,Elymus japonicus,Gene Pool,Tertiary,Triticum aestivum
4695,Poaceae,Barnhart  nom. cons.,Elymus,kronokensis,(Kom.) Tzvelev,,,,,,Elymus kronokensis,Gene Pool,Tertiary,Triticum aestivum
6491,Poaceae,,Elymus,kronokensis,(Kom.) Tzvelev,kronokensis,,,,,Elymus kronokensis subsp. kronokensis,Gene Pool,Tertiary,Triticum aestivum
6492,Poaceae,,Elymus,kronokensis,(Kom.) Tzvelev,subalpinus,(Neuman) Tzvelev,,,,Elymus kronokensis subsp. subalpinus,Gene Pool,Tertiary,Triticum aestivum
4696,Poaceae,Barnhart  nom. cons.,Elymus,lanceolatus,(Scribn. & J. G. Sm.) Gould,,,,,,Elymus lanceolatus,Gene Pool,Tertiary,Triticum aestivum
6493,Poaceae,,Elymus,lanceolatus,(Scribn. & J. G. Sm.) Gould,lanceolatus,,,,,Elymus lanceolatus subsp. lanceolatus,Gene Pool,Tertiary,Triticum aestivum
